Age,DailyRate,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Attrition,Department,JobRole,MaritalStatus,EngagementScore,LoyaltyScore,IncomePerLevel
36,711,5,4,1651,2,0,42,3,3,1,8008,22792,4,0,12,3,3,2,9,6,3,3,2,0,2,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,Research & Development,Healthcare Representative,Married,2.0,0.08333333333101853,2669.3333324435553
25,772,2,1,1653,4,1,77,4,2,3,5206,4973,1,0,17,3,3,2,7,6,3,7,7,0,7,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,Research & Development,Manufacturing Director,Divorced,3.3333333333333335,0.2799999999888,2602.9999986985
39,492,12,3,1654,4,1,66,3,2,2,5295,7693,4,0,21,4,3,0,7,3,3,5,4,1,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,Research & Development,Manufacturing Director,Married,3.0,0.1282051282018409,2647.49999867625
49,301,22,4,1655,1,0,72,3,4,2,16413,3498,3,0,16,3,2,2,27,2,3,4,2,1,2,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,0,Research & Development,Research Director,Married,1.6666666666666667,0.08163265305955852,4103.249998974187
50,813,17,5,1656,4,0,50,2,3,1,13269,21981,5,0,15,3,3,3,19,3,3,14,11,1,11,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0,Research & Development,Research Director,Divorced,2.6666666666666665,0.2799999999944,4422.999998525666
20,1141,2,3,1657,3,0,31,3,1,3,2783,13251,1,0,19,3,1,0,2,3,3,2,2,2,2,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,Sales,Sales Representative,Single,2.3333333333333335,0.099999999995,2782.999997217
34,1130,3,3,1658,4,0,66,3,2,2,5433,19332,1,0,12,3,3,1,11,2,3,11,8,7,9,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0,Research & Development,Research Scientist,Divorced,3.0,0.32352941175519034,2716.4999986417497
36,311,7,3,1659,1,1,77,3,1,2,2013,10950,2,0,11,3,3,0,15,4,3,4,3,1,3,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,Research & Development,Laboratory Technician,Single,2.0,0.1111111111080247,2012.999997987
49,465,6,1,1661,3,0,41,2,4,3,13966,11652,2,1,19,3,2,1,30,3,3,15,11,2,12,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,Research & Development,Healthcare Representative,Married,2.6666666666666665,0.30612244897334445,3491.4999991271247
36,894,1,4,1662,4,0,33,2,2,3,4374,15411,0,0,15,3,3,0,4,6,3,3,2,1,2,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,Research & Development,Manufacturing Director,Married,3.3333333333333335,0.08333333333101853,2186.9999989065
36,1040,3,2,1664,4,1,79,4,2,1,6842,26308,6,0,20,4,1,1,13,3,3,5,4,0,4,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0,Research & Development,Healthcare Representative,Divorced,2.0,0.13888888888503087,3420.9999982894997
54,584,22,5,1665,2,0,91,3,4,3,17426,18685,3,0,25,4,3,1,36,6,3,10,8,4,7,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,Research & Development,Manager,Married,2.6666666666666665,0.18518518518175583,4356.499998910875
43,1291,15,2,1666,3,1,65,2,4,3,17603,3525,1,0,24,4,1,1,14,3,3,14,10,6,11,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,Research & Development,Research Director,Married,2.3333333333333335,0.32558139534126557,4400.749998899812
35,880,12,4,1667,4,1,36,3,2,4,4581,10414,3,1,24,4,1,0,13,2,4,11,9,6,7,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,1,Sales,Sales Executive,Single,3.0,0.31428571427673474,2290.4999988547497
38,1189,1,3,1668,4,1,90,3,2,4,4735,9867,7,0,15,3,4,2,19,4,4,13,11,2,9,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,Research & Development,Research Scientist,Married,4.0,0.342105263148892,2367.49999881625
29,991,5,3,1669,1,1,43,2,2,2,4187,3356,1,1,13,3,2,1,10,3,2,10,0,0,9,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0,Sales,Sales Executive,Divorced,1.6666666666666667,0.3448275861950059,2093.49999895325
33,392,2,4,1670,4,1,93,3,2,4,5505,3921,1,0,14,3,3,2,6,5,3,6,2,0,4,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0,Sales,Sales Executive,Divorced,3.6666666666666665,0.1818181818126722,2752.49999862375
32,977,2,3,1671,4,1,45,3,2,2,5470,25518,0,0,13,3,3,2,10,4,2,9,5,1,6,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0,Research & Development,Research Scientist,Divorced,3.0,0.281249999991211,2734.9999986324997
31,1112,5,4,1673,1,0,67,3,2,4,5476,22589,1,0,11,3,1,2,10,2,3,10,0,0,2,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,Sales,Sales Executive,Married,2.0,0.32258064515088447,2737.999998631
49,464,16,3,1674,4,0,74,3,1,1,2587,24941,4,1,16,3,2,1,17,2,2,2,2,2,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,Research & Development,Laboratory Technician,Divorced,2.3333333333333335,0.04081632652977926,2586.9999974129996
38,148,2,3,1675,4,0,42,2,1,2,2440,23826,1,0,22,4,2,0,4,3,3,4,3,3,3,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,Research & Development,Laboratory Technician,Single,2.6666666666666665,0.10526315789196677,2439.99999756
47,1225,2,4,1676,2,0,47,4,4,2,15972,21086,6,0,14,3,3,3,29,2,3,3,2,1,2,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0,Sales,Manager,Divorced,2.3333333333333335,0.06382978723268448,3992.99999900175
49,809,1,3,1677,3,1,36,3,4,3,15379,22384,4,0,14,3,1,0,23,2,3,8,7,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,Research & Development,Manager,Single,2.3333333333333335,0.16326530611911705,3844.7499990388123
41,1206,23,2,1678,4,1,80,3,3,3,7082,11591,3,1,16,3,4,0,21,2,3,2,0,0,2,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,Sales,Sales Executive,Single,3.6666666666666665,0.04878048780368829,2360.6666658797776
20,727,9,1,1680,4,1,54,3,1,1,2728,21082,1,0,11,3,1,0,2,3,3,2,2,0,2,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,Sales,Sales Representative,Single,2.0,0.099999999995,2727.9999972719997
33,530,16,3,1681,3,0,36,3,2,4,5368,16130,1,1,25,4,3,1,7,2,3,6,5,1,2,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0,Sales,Sales Executive,Divorced,3.3333333333333335,0.1818181818126722,2683.999998658
36,1351,26,4,1682,1,1,80,3,2,3,5347,7419,6,0,14,3,2,2,10,2,2,3,2,0,2,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,Research & Development,Healthcare Representative,Married,2.0,0.08333333333101853,2673.4999986632497
44,528,1,3,1683,3,0,44,3,1,4,3195,4167,4,1,18,3,1,3,8,2,3,2,2,2,2,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0,Human Resources,Human Resources,Divorced,2.6666666666666665,0.0454545454535124,3194.9999968049997
23,1320,8,1,1684,4,1,93,2,1,3,3989,20586,1,1,11,3,1,0,5,2,3,5,4,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1,Research & Development,Laboratory Technician,Single,2.6666666666666665,0.21739130433837428,3988.999996011
38,1495,4,2,1687,4,0,87,3,1,3,3306,26176,7,0,19,3,4,1,7,5,2,0,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,Research & Development,Laboratory Technician,Married,3.6666666666666665,0.0,3305.999996694
53,1395,24,4,1689,2,1,48,4,3,4,7005,3458,3,0,15,3,3,0,11,2,3,4,3,1,2,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,Research & Development,Healthcare Representative,Married,3.0,0.07547169811178356,2334.9999992216667
48,708,7,2,1691,4,0,95,3,1,3,2655,11740,2,1,11,3,3,2,19,3,3,9,7,7,7,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1,Sales,Sales Representative,Married,3.3333333333333335,0.18749999999609376,2654.999997345
32,1259,2,4,1692,4,1,95,3,1,2,1393,24852,1,0,12,3,1,0,1,2,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1,Research & Development,Laboratory Technician,Single,2.3333333333333335,0.03124999999902344,1392.999998607
26,786,7,3,1693,4,1,76,3,1,4,2570,11925,1,0,20,4,3,0,7,5,3,7,7,5,7,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,Research & Development,Laboratory Technician,Single,3.6666666666666665,0.2692307692204142,2569.99999743
55,1441,22,3,1694,1,1,94,2,1,2,3537,23737,5,0,12,3,4,1,8,1,3,4,2,1,2,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0,Research & Development,Research Scientist,Divorced,2.3333333333333335,0.07272727272595042,3536.9999964629997
34,1157,5,2,1696,2,1,57,2,2,4,3986,11912,1,0,14,3,3,1,15,3,4,15,10,4,13,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,Research & Development,Laboratory Technician,Married,3.0,0.44117647057525955,1992.9999990034999
60,370,1,4,1697,3,1,92,1,3,4,10883,20467,3,0,20,4,3,1,19,2,4,1,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0,Research & Development,Healthcare Representative,Divorced,3.3333333333333335,0.01666666666638889,3627.666665457444
33,267,21,3,1698,2,1,79,4,1,2,2028,13637,1,0,18,3,4,3,14,6,3,14,11,2,13,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,Research & Development,Laboratory Technician,Married,2.6666666666666665,0.4242424242295685,2027.9999979719998
37,1278,1,4,1700,3,1,31,1,2,4,9525,7677,1,0,14,3,3,2,6,2,2,6,3,1,3,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0,Sales,Sales Executive,Divorced,3.3333333333333335,0.16216216215777943,4762.49999761875
34,678,19,3,1701,2,0,35,2,1,4,2929,20338,1,0,12,3,2,0,10,3,3,10,9,8,7,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,Research & Development,Research Scientist,Married,2.6666666666666665,0.294117647050173,2928.9999970709996
23,427,7,3,1702,3,1,99,3,1,4,2275,25103,1,1,21,4,2,1,3,2,3,3,2,0,2,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1,Sales,Sales Representative,Divorced,3.0,0.13043478260302457,2274.999997725
44,921,2,3,1703,3,0,96,4,3,4,7879,14810,1,1,19,3,2,1,9,2,3,8,7,6,7,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,Research & Development,Healthcare Representative,Married,3.0,0.1818181818140496,2626.333332457889
35,146,2,4,1704,1,1,79,2,1,4,4930,13970,0,1,14,3,3,0,6,2,4,5,4,1,4,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,Research & Development,Research Scientist,Single,2.6666666666666665,0.14285714285306123,4929.999995069999
43,1179,2,3,1706,4,1,73,3,2,4,7847,6069,1,1,17,3,1,1,10,3,3,10,9,8,8,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,Sales,Sales Executive,Married,3.0,0.2325581395294754,3923.49999803825
24,581,9,3,1707,3,1,62,4,1,3,4401,17616,1,0,16,3,4,1,5,1,3,5,3,0,4,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,Research & Development,Research Scientist,Married,3.3333333333333335,0.2083333333246528,4400.999995599
41,918,6,3,1708,4,1,35,3,3,3,9241,15869,1,0,12,3,2,0,10,3,3,10,8,8,7,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,Sales,Sales Executive,Single,3.0,0.2439024390184414,3080.3333323065553
29,1082,9,4,1709,4,0,43,3,1,3,2974,25412,9,0,17,3,3,1,9,2,3,5,3,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,Research & Development,Laboratory Technician,Married,3.3333333333333335,0.17241379309750296,2973.9999970259996
36,530,2,4,1710,3,0,51,3,2,4,4502,7439,3,0,15,3,3,0,17,2,2,13,7,6,7,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,Sales,Sales Representative,Single,3.3333333333333335,0.3611111111010803,2250.9999988745
45,1238,1,1,1712,3,1,74,2,3,3,10748,3395,3,0,23,4,4,1,25,3,2,23,15,14,4,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,Research & Development,Healthcare Representative,Married,3.3333333333333335,0.5111111110997532,3582.6666654724445
24,240,22,1,1714,4,1,58,1,1,3,1555,11585,1,0,11,3,3,1,1,2,3,1,0,0,0,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1,Human Resources,Human Resources,Married,3.3333333333333335,0.04166666666493055,1554.9999984449998
47,1093,9,3,1716,3,1,82,1,4,3,12936,24164,7,0,11,3,3,0,25,3,1,23,5,14,10,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,1,Sales,Sales Executive,Married,3.0,0.48936170211724767,3233.9999991915
26,390,17,4,1718,4,1,62,1,1,3,2305,6217,1,0,15,3,3,3,3,3,4,3,2,0,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,Research & Development,Laboratory Technician,Married,3.3333333333333335,0.11538461538017751,2304.999997695
45,1005,28,2,1719,4,0,48,2,4,2,16704,17119,1,0,11,3,3,0,21,2,3,21,6,8,6,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,0,Research & Development,Research Director,Single,3.0,0.46666666665629636,4175.999998956
32,585,10,3,1720,1,1,56,3,1,3,3433,17360,6,0,13,3,1,1,10,3,2,5,2,1,3,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,Research & Development,Research Scientist,Married,1.6666666666666667,0.1562499999951172,3432.999996567
31,741,2,4,1721,2,1,69,3,1,3,3477,18103,1,0,14,3,4,1,6,2,4,5,2,0,3,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,Research & Development,Laboratory Technician,Married,3.0,0.16129032257544224,3476.999996523
41,552,4,3,1722,3,1,60,1,2,2,6430,20794,6,0,19,3,2,1,10,4,3,3,2,1,2,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,Human Resources,Human Resources,Married,2.3333333333333335,0.07317073170553243,3214.9999983925
40,369,8,2,1724,2,0,92,3,2,1,6516,5041,2,1,16,3,2,1,18,3,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,Research & Development,Manufacturing Director,Married,1.6666666666666667,0.024999999999375,3257.999998371
24,506,29,1,1725,2,1,91,3,1,1,3907,3622,1,0,13,3,2,3,6,2,4,6,2,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,Research & Development,Laboratory Technician,Divorced,1.6666666666666667,0.24999999998958333,3906.9999960929995
46,717,13,4,1727,3,1,34,3,2,2,5562,9697,6,0,14,3,4,0,19,3,3,10,7,0,9,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0,Research & Development,Healthcare Representative,Single,3.0,0.2173913043431002,2780.9999986095
35,1370,27,4,1728,4,1,49,3,2,3,6883,5151,2,0,16,3,2,1,17,3,3,7,7,0,7,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,Research & Development,Manufacturing Director,Married,3.0,0.19999999999428572,3441.4999982792497
30,793,16,1,1729,2,1,33,3,1,4,2862,3811,1,0,12,3,2,1,10,2,2,10,0,0,8,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,Research & Development,Research Scientist,Married,2.6666666666666665,0.3333333333222222,2861.999997138
47,543,2,4,1731,3,1,87,3,2,2,4978,3536,7,0,11,3,4,1,4,3,1,1,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,Sales,Sales Executive,Married,3.0,0.02127659574422816,2488.9999987554997
46,1277,2,3,1732,3,1,74,3,3,4,10368,5596,4,1,12,3,2,1,13,5,2,10,6,0,3,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0,Sales,Sales Executive,Divorced,3.0,0.2173913043431002,3455.999998848
36,1456,13,5,1733,2,1,96,2,2,1,6134,8658,5,1,13,3,2,3,16,3,3,2,2,2,2,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1,Sales,Sales Executive,Divorced,1.6666666666666667,0.05555555555401235,3066.9999984665
32,964,1,2,1734,1,1,34,1,2,2,6735,12147,6,0,15,3,2,0,10,2,3,0,0,0,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,Sales,Sales Executive,Single,1.6666666666666667,0.0,3367.4999983162497
23,160,4,1,1735,3,0,51,3,1,2,3295,12862,1,0,13,3,3,0,3,3,1,3,2,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,Research & Development,Laboratory Technician,Single,2.6666666666666665,0.13043478260302457,3294.999996705
31,163,24,1,1736,4,0,30,3,2,4,5238,6670,2,0,20,4,4,0,9,3,2,5,4,1,4,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,0,Research & Development,Manufacturing Director,Single,4.0,0.16129032257544224,2618.9999986905
39,792,1,3,1737,4,1,77,3,2,4,6472,8989,1,1,15,3,4,1,9,2,3,9,8,5,8,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,Research & Development,Laboratory Technician,Married,4.0,0.23076923076331363,3235.999998382
32,371,19,3,1739,4,1,80,1,3,3,9610,3840,3,0,13,3,3,1,10,2,1,4,3,0,2,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,Sales,Sales Executive,Married,3.3333333333333335,0.12499999999609376,3203.3333322655553
40,611,7,4,1740,2,1,88,3,5,2,19833,4349,1,0,14,3,2,0,21,3,2,21,8,12,8,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,Sales,Manager,Single,2.0,0.5249999999868751,3966.59999920668
45,176,4,3,1744,3,0,56,1,3,3,9756,6595,4,0,21,4,3,2,9,2,4,5,0,0,3,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,Human Resources,Human Resources,Married,3.0,0.11111111110864198,3251.999998916
30,1312,2,4,1745,4,0,78,2,1,1,4968,26427,0,0,16,3,4,0,10,2,3,9,7,0,7,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0,Research & Development,Research Scientist,Single,3.0,0.29999999999,4967.999995032
24,897,10,3,1746,1,1,59,3,1,4,2145,2097,0,0,14,3,4,1,3,2,3,2,2,2,1,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,Human Resources,Human Resources,Married,3.0,0.0833333333298611,2144.999997855
30,600,8,3,1747,3,0,66,2,1,4,2180,9732,6,0,11,3,3,1,6,0,2,4,2,1,2,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1,Human Resources,Human Resources,Divorced,3.3333333333333335,0.1333333333288889,2179.99999782
31,1003,5,3,1749,1,1,51,3,2,3,8346,20943,1,0,19,3,3,1,6,3,3,5,2,0,2,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0,Sales,Sales Executive,Married,2.3333333333333335,0.16129032257544224,4172.9999979135
27,1054,8,3,1751,3,0,67,3,1,4,3445,6152,1,0,11,3,3,0,6,5,2,6,2,1,4,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,Research & Development,Research Scientist,Single,3.3333333333333335,0.22222222221399177,3444.9999965549996
29,428,9,3,1752,2,0,52,1,1,2,2760,14630,1,0,13,3,3,0,2,3,3,2,2,2,2,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,Sales,Sales Representative,Single,2.3333333333333335,0.06896551723900118,2759.9999972399996
29,461,1,3,1753,4,1,70,4,2,3,6294,23060,8,1,12,3,4,0,10,5,4,3,2,0,2,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0,Research & Development,Healthcare Representative,Single,3.6666666666666665,0.10344827585850179,3146.9999984265
30,979,15,2,1754,3,1,94,2,3,1,7140,3088,2,0,11,3,1,1,12,2,3,7,7,1,7,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0,Sales,Sales Executive,Divorced,1.6666666666666667,0.23333333332555556,2379.9999992066664
34,181,2,4,1755,4,1,97,4,1,4,2932,5586,0,1,14,3,1,3,6,3,3,5,0,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,Research & Development,Research Scientist,Married,3.0,0.1470588235250865,2931.9999970679996
33,1283,2,3,1756,4,0,62,3,2,2,5147,10697,8,0,15,3,4,0,13,2,2,11,7,1,7,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,Sales,Sales Executive,Single,3.3333333333333335,0.33333333332323234,2573.49999871325
49,1313,11,4,1757,4,0,80,3,2,4,4507,8191,3,0,12,3,3,0,8,1,4,5,1,0,4,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,Sales,Sales Executive,Single,3.6666666666666665,0.10204081632444816,2253.4999988732498
33,211,16,3,1758,1,0,74,3,3,1,8564,10092,2,1,20,4,3,0,11,2,2,0,0,0,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,Sales,Sales Executive,Single,1.6666666666666667,0.0,2854.666665715111
38,594,2,2,1760,3,0,75,2,1,2,2468,15963,4,0,14,3,2,1,9,4,2,6,1,0,5,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,Research & Development,Laboratory Technician,Married,2.3333333333333335,0.15789473683795016,2467.9999975319997
31,1079,16,4,1761,1,1,70,3,3,3,8161,19002,2,0,13,3,1,3,10,2,3,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,1,Sales,Sales Executive,Married,1.6666666666666667,0.03225806451508845,2720.3333324265554
29,590,4,3,1762,4,0,91,2,1,1,2109,10007,1,0,13,3,3,1,1,2,3,1,0,0,0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0,Research & Development,Research Scientist,Divorced,2.6666666666666665,0.03448275861950059,2108.999997891
30,305,16,3,1763,3,1,58,4,2,3,5294,9128,3,0,16,3,3,1,10,3,3,7,0,1,7,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,Research & Development,Healthcare Representative,Married,3.0,0.23333333332555556,2646.9999986764997
32,953,5,4,1764,2,1,65,3,1,2,2718,17674,2,0,14,3,2,0,12,3,3,7,7,0,7,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0,Research & Development,Research Scientist,Single,2.0,0.21874999999316408,2717.9999972819996
38,833,18,3,1766,2,1,60,1,2,4,5811,24539,3,1,16,3,3,1,15,2,3,1,0,1,0,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,Research & Development,Healthcare Representative,Married,3.0,0.026315789472991694,2905.49999854725
43,807,17,3,1767,3,1,38,2,1,3,2437,15587,9,1,16,3,4,1,6,4,3,1,0,0,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,1,Research & Development,Research Scientist,Married,3.3333333333333335,0.02325581395294754,2436.999997563
42,855,12,3,1768,2,1,57,3,1,2,2766,8952,8,0,22,4,2,3,7,6,2,5,3,0,4,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,Research & Development,Laboratory Technician,Divorced,2.0,0.11904761904478459,2765.9999972339997
55,478,2,3,1770,3,1,60,2,5,1,19038,19805,8,0,12,3,2,3,34,2,3,1,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,Research & Development,Research Director,Married,2.0,0.018181818181487605,3807.59999923848
